user_id,contract_address,score
sms|65035a09da1617bd4e468362,0x00000000000000000000000000000000000596,0.002911
sms|65035a47da1617bd4e4c0a44,0x00000000000000000000000000000000000596,0.002658
sms|65036f29da1617bd4e2c837a,0x00000000000000000000000000000000000596,0.010011
sms|65037472da1617bd4ea20a0d,0x00000000000000000000000000000000000596,0.036002
sms|65038e2dda1617bd4eac95a9,0x00000000000000000000000000000000000596,0.013344
sms|65039b41da1617bd4e9abd59,0x00000000000000000000000000000000000596,0.001667
sms|6503c109da1617bd4e422c5e,0x00000000000000000000000000000000000596,0.019583
sms|6503cf18da1617bd4e4a01cb,0x00000000000000000000000000000000000596,0.003604
sms|650444b1da1617bd4e2ecc57,0x00000000000000000000000000000000000596,0.004274
sms|650446b1da1617bd4e6fbff3,0x00000000000000000000000000000000000596,0.005254
sms|65047b98da1617bd4e678454,0x00000000000000000000000000000000000596,0.00644
sms|65047f55da1617bd4ed340a3,0x00000000000000000000000000000000000596,0.001671
sms|650484cfda1617bd4e6e8800,0x00000000000000000000000000000000000596,0.003671
sms|65048ab4da1617bd4e1757e3,0x00000000000000000000000000000000000596,0.003086
sms|65049515da1617bd4e2ddfe8,0x00000000000000000000000000000000000596,0.001604
sms|6504aa17da1617bd4e52bb13,0x00000000000000000000000000000000000596,0.001774
sms|6504b159da1617bd4e1a2590,0x00000000000000000000000000000000000596,0.004028
sms|6504b290da1617bd4e3aef3a,0x00000000000000000000000000000000000596,0.01073
sms|6504b5f4da1617bd4e9489d1,0x00000000000000000000000000000000000596,0.004833
sms|6504cd8bda1617bd4ed6083a,0x00000000000000000000000000000000000596,0.003334
sms|6504db7cda1617bd4e0e110d,0x00000000000000000000000000000000000596,0.003534
sms|6504dc2bda1617bd4e1cde85,0x00000000000000000000000000000000000596,0.001417
sms|6504fa57da1617bd4e8d0aa8,0x00000000000000000000000000000000000596,0.001691
sms|65050473da1617bd4e583b6b,0x00000000000000000000000000000000000596,0.002605
sms|65050f3ada1617bd4e2aa62e,0x00000000000000000000000000000000000596,0.006573
sms|650534d3da1617bd4ed36bcd,0x00000000000000000000000000000000000596,0.00272
sms|65053b90da1617bd4e4154f5,0x00000000000000000000000000000000000596,0.001738
sms|65053fabda1617bd4e81d1f2,0x00000000000000000000000000000000000596,0.003118
sms|6505a1beda1617bd4ecdee37,0x00000000000000000000000000000000000596,0.007079
sms|6505b787da1617bd4ea67809,0x00000000000000000000000000000000000596,0.002558
sms|6505beddda1617bd4e504045,0x00000000000000000000000000000000000596,0.002392
sms|6505c0fcda1617bd4e80779a,0x00000000000000000000000000000000000596,0.001968
sms|6505dfe4da1617bd4e5fa4b7,0x00000000000000000000000000000000000596,0.001749
sms|6505e2a0da1617bd4e9f9f99,0x00000000000000000000000000000000000596,0.032011
sms|6505ee5cda1617bd4eb447fb,0x00000000000000000000000000000000000596,0.003465
sms|6505ffc3da1617bd4e445829,0x00000000000000000000000000000000000596,0.001718
sms|6506032dda1617bd4e93c494,0x00000000000000000000000000000000000596,0.004766
sms|65060651da1617bd4edc30da,0x00000000000000000000000000000000000596,0.005114
sms|65060ee7da1617bd4ea1b961,0x00000000000000000000000000000000000596,0.001876
sms|65061b6eda1617bd4ebacc6f,0x00000000000000000000000000000000000596,0.002336
sms|65062857da1617bd4ed9f456,0x00000000000000000000000000000000000596,0.002884
sms|65062fe2da1617bd4e7e0042,0x00000000000000000000000000000000000596,0.001412
sms|65064c1dda1617bd4ede36da,0x00000000000000000000000000000000000596,0.005189
sms|65065183da1617bd4e53acd9,0x00000000000000000000000000000000000596,0.00149
sms|65066386da1617bd4ed3d6d9,0x00000000000000000000000000000000000596,0.002653
sms|650671e9da1617bd4e0aff1a,0x00000000000000000000000000000000000596,0.004201
sms|6506773dda1617bd4e7695c0,0x00000000000000000000000000000000000596,0.00207
sms|65071498da1617bd4e778f66,0x00000000000000000000000000000000000596,0.009614
sms|650729d3da1617bd4e5d2cda,0x00000000000000000000000000000000000596,0.005544
sms|65078b3bda1617bd4e30de59,0x00000000000000000000000000000000000596,0.009224
sms|65079b5ada1617bd4e9622eb,0x00000000000000000000000000000000000596,0.005715
sms|6507ab55da1617bd4ef3a4bc,0x00000000000000000000000000000000000596,0.002181
sms|6507c1a5da1617bd4ea9f4e5,0x00000000000000000000000000000000000596,0.001918
sms|6507d3c7da1617bd4ef04366,0x00000000000000000000000000000000000596,0.00534
sms|6507eb67da1617bd4e7bc91c,0x00000000000000000000000000000000000596,0.002128
sms|65084e52da1617bd4ecb85c0,0x00000000000000000000000000000000000596,0.001667
sms|65087818da1617bd4e817c39,0x00000000000000000000000000000000000596,0.001496
sms|6508858dda1617bd4efdb891,0x00000000000000000000000000000000000596,0.002586
sms|6508efd9da1617bd4e055f7c,0x00000000000000000000000000000000000596,0.00309
sms|65090635da1617bd4ef1ee16,0x00000000000000000000000000000000000596,0.00549
sms|65091947da1617bd4e6968ed,0x00000000000000000000000000000000000596,0.005862
sms|6509c272da1617bd4e44985a,0x00000000000000000000000000000000000596,0.003756
sms|6509d58cda1617bd4eaf508d,0x00000000000000000000000000000000000596,0.007118
sms|650a0f9dda1617bd4ebdd76b,0x00000000000000000000000000000000000596,0.003409
sms|650a2c2bda1617bd4e98f2c8,0x00000000000000000000000000000000000596,0.007411
sms|650a4773da1617bd4ef5e09f,0x00000000000000000000000000000000000596,0.00459
sms|650ac20eda1617bd4e407256,0x00000000000000000000000000000000000596,0.001751
sms|650ae976da1617bd4eda9ac4,0x00000000000000000000000000000000000596,0.003241
sms|650b765ada1617bd4e91ec92,0x00000000000000000000000000000000000596,0.00526
sms|650b8a53da1617bd4e4791aa,0x00000000000000000000000000000000000596,0.00182
sms|650b9632da1617bd4e403a2d,0x00000000000000000000000000000000000596,0.003434
sms|650c52c7da1617bd4e25fde0,0x00000000000000000000000000000000000596,0.002138
sms|650c5731da1617bd4eaa555e,0x00000000000000000000000000000000000596,0.002216
sms|650c702fda1617bd4e7e82a9,0x00000000000000000000000000000000000596,0.005949
sms|650cb134da1617bd4e6e7cfd,0x00000000000000000000000000000000000596,0.004828
sms|650cb2a4da1617bd4e942465,0x00000000000000000000000000000000000596,0.003357
sms|650cd1e6da1617bd4e65514b,0x00000000000000000000000000000000000596,0.006184
sms|650cd8c3da1617bd4e019e37,0x00000000000000000000000000000000000596,0.003485
sms|650db192da1617bd4ee44f39,0x00000000000000000000000000000000000596,0.002511
sms|650db224da1617bd4ef5cc72,0x00000000000000000000000000000000000596,0.012836
sms|650db83eda1617bd4ea97d85,0x00000000000000000000000000000000000596,0.008834
sms|650dc09fda1617bd4e9d6e38,0x00000000000000000000000000000000000596,0.001526
sms|650de9e6da1617bd4e8f125c,0x00000000000000000000000000000000000596,0.002188
sms|650dee56da1617bd4e124018,0x00000000000000000000000000000000000596,0.00331
sms|650df420da1617bd4eb969c2,0x00000000000000000000000000000000000596,0.002294
sms|650e02deda1617bd4e4c4a6c,0x00000000000000000000000000000000000596,0.003583
sms|650e59d7da1617bd4e1b33e5,0x00000000000000000000000000000000000596,0.001997
sms|650ec32dda1617bd4efa1892,0x00000000000000000000000000000000000596,0.005983
sms|650ede95da1617bd4ee26501,0x00000000000000000000000000000000000596,0.005171
sms|650f0acbda1617bd4e9d0e98,0x00000000000000000000000000000000000596,0.002848
sms|650f2e76da1617bd4e6c41c9,0x00000000000000000000000000000000000596,0.003924
sms|650f4eb2da1617bd4e61d34d,0x00000000000000000000000000000000000596,0.001997
sms|650f51fbda1617bd4eaa853b,0x00000000000000000000000000000000000596,0.006272
sms|650fc6d9da1617bd4ec03677,0x00000000000000000000000000000000000596,0.003302
sms|650fd0d2da1617bd4e5e53be,0x00000000000000000000000000000000000596,0.012942
sms|651042dbda1617bd4e08dc62,0x00000000000000000000000000000000000596,0.002744
sms|651072b7da1617bd4edcb610,0x00000000000000000000000000000000000596,0.005427
sms|65107473da1617bd4e0161a3,0x00000000000000000000000000000000000596,0.003949
sms|65107f40da1617bd4ee5fff7,0x00000000000000000000000000000000000596,0.002208
sms|65108efada1617bd4e343a38,0x00000000000000000000000000000000000596,0.005129
sms|651092a4da1617bd4e80d110,0x00000000000000000000000000000000000596,0.009537
sms|6510d07ada1617bd4eab89e1,0x00000000000000000000000000000000000596,0.003865
sms|6510e39dda1617bd4e6bbb49,0x00000000000000000000000000000000000596,0.003005
sms|6510fbb5da1617bd4e93faea,0x00000000000000000000000000000000000596,0.001494
sms|6511a2b8da1617bd4ed8fe30,0x00000000000000000000000000000000000596,0.004094
sms|6511a2ccda1617bd4edb857a,0x00000000000000000000000000000000000596,0.00415
sms|6511a338da1617bd4ee9e1f1,0x00000000000000000000000000000000000596,0.003464
sms|6511a397da1617bd4ef5d5a9,0x00000000000000000000000000000000000596,0.00305
sms|6511ac0fda1617bd4efa61bd,0x00000000000000000000000000000000000596,0.009606
sms|6511ad04da1617bd4e16f5a0,0x00000000000000000000000000000000000596,0.010385
sms|6511aea4da1617bd4e46450f,0x00000000000000000000000000000000000596,0.013597
sms|6511aee7da1617bd4e4e0279,0x00000000000000000000000000000000000596,0.004235
sms|6511b0e4da1617bd4e88bbaf,0x00000000000000000000000000000000000596,0.005062
sms|6511c784da1617bd4e1962c5,0x00000000000000000000000000000000000596,0.001828
sms|6511d562da1617bd4ea797cf,0x00000000000000000000000000000000000596,0.007838
sms|6511df78da1617bd4eccb71a,0x00000000000000000000000000000000000596,0.011572
sms|6511e42fda1617bd4e582bbf,0x00000000000000000000000000000000000596,0.010985
sms|6511ed0fda1617bd4e5c71e1,0x00000000000000000000000000000000000596,0.002132
sms|6511f5fbda1617bd4e4f719b,0x00000000000000000000000000000000000596,0.002783
sms|65123d4dda1617bd4ed9f855,0x00000000000000000000000000000000000596,0.014204
sms|65123f28da1617bd4e025f78,0x00000000000000000000000000000000000596,0.002184
sms|6512d82bda1617bd4e81ebae,0x00000000000000000000000000000000000596,0.009359
sms|6512f600da1617bd4e049296,0x00000000000000000000000000000000000596,0.003033
sms|65130405da1617bd4ec1d175,0x00000000000000000000000000000000000596,0.002812
sms|65132e7ada1617bd4ec16a9c,0x00000000000000000000000000000000000596,0.002708
sms|65133887da1617bd4ee9f8af,0x00000000000000000000000000000000000596,0.001496
sms|65136c30da1617bd4e31db96,0x00000000000000000000000000000000000596,0.009114
sms|65137350da1617bd4ed75fb6,0x00000000000000000000000000000000000596,0.001696
sms|65137e2fda1617bd4ecd85c9,0x00000000000000000000000000000000000596,0.001777
sms|65142f2ada1617bd4e9c5525,0x00000000000000000000000000000000000596,0.001486
sms|65143b36da1617bd4efd5783,0x00000000000000000000000000000000000596,0.001455
sms|65145ffdda1617bd4e554026,0x00000000000000000000000000000000000596,0.002806
sms|6514815bda1617bd4e27deba,0x00000000000000000000000000000000000596,0.00732
sms|6514a0a1da1617bd4ee2ab67,0x00000000000000000000000000000000000596,0.013784
sms|6514a17cda1617bd4ef8c061,0x00000000000000000000000000000000000596,0.001908
sms|6514aaafda1617bd4ee19d69,0x00000000000000000000000000000000000596,0.003319
sms|6514fdd5da1617bd4e50d095,0x00000000000000000000000000000000000596,0.003474
sms|651598c0da1617bd4eb29035,0x00000000000000000000000000000000000596,0.001528
sms|6515a0e4da1617bd4ead4a23,0x00000000000000000000000000000000000596,0.002718
sms|6515a12bda1617bd4eb5efc8,0x00000000000000000000000000000000000596,0.004663
sms|6515b108da1617bd4e94aa7a,0x00000000000000000000000000000000000596,0.002326
sms|6515d1b9da1617bd4e67c220,0x00000000000000000000000000000000000596,0.002479
sms|6515e6c9da1617bd4ec51290,0x00000000000000000000000000000000000596,0.007917
sms|651635bcda1617bd4e0a3ce2,0x00000000000000000000000000000000000596,0.002135
sms|651644f0da1617bd4e867ea8,0x00000000000000000000000000000000000596,0.00689
sms|6516bf8eda1617bd4e1fb92b,0x00000000000000000000000000000000000596,0.00438
sms|6516ffe5da1617bd4eb1aed0,0x00000000000000000000000000000000000596,0.00512
sms|651705cada1617bd4e7ba66f,0x00000000000000000000000000000000000596,0.002046
sms|65172621da1617bd4ed5a4bf,0x00000000000000000000000000000000000596,0.002248
sms|65174889da1617bd4e0b8bcb,0x00000000000000000000000000000000000596,0.004421
sms|6517582dda1617bd4ec20bc5,0x00000000000000000000000000000000000596,0.002335
sms|65189330da1617bd4e2590b5,0x00000000000000000000000000000000000596,0.002219
sms|6518a5f8da1617bd4e029354,0x00000000000000000000000000000000000596,0.006874
sms|6519772fda1617bd4e65afa3,0x00000000000000000000000000000000000596,0.001611
sms|651978dbda1617bd4e8e92ce,0x00000000000000000000000000000000000596,0.003616
sms|651979fada1617bd4eaa10b5,0x00000000000000000000000000000000000596,0.022491
sms|65197cc5da1617bd4eefb798,0x00000000000000000000000000000000000596,0.00215
sms|65198d9eda1617bd4ea0d8e2,0x00000000000000000000000000000000000596,0.003531
sms|651997c2da1617bd4eadd3d3,0x00000000000000000000000000000000000596,0.001695
sms|65199cbbda1617bd4e30d348,0x00000000000000000000000000000000000596,0.001784
sms|65199e63da1617bd4e5cc7b4,0x00000000000000000000000000000000000596,0.004428
sms|6519d84ada1617bd4e83ba06,0x00000000000000000000000000000000000596,0.003469
sms|651a3a99da1617bd4e422335,0x00000000000000000000000000000000000596,0.001733
sms|651ab5afda1617bd4e6b5e8e,0x00000000000000000000000000000000000596,0.001651
sms|651b25aeda1617bd4ef0bb42,0x00000000000000000000000000000000000596,0.007286
sms|651b25c8da1617bd4ef452b1,0x00000000000000000000000000000000000596,0.002238
sms|651b25cdda1617bd4ef50b42,0x00000000000000000000000000000000000596,0.004312
sms|651b3273da1617bd4ea44917,0x00000000000000000000000000000000000596,0.001658
sms|651c2b33da1617bd4e572707,0x00000000000000000000000000000000000596,0.001762
sms|651c389cda1617bd4ea97a02,0x00000000000000000000000000000000000596,0.002528
sms|651c3a2fda1617bd4ef0c37d,0x00000000000000000000000000000000000596,0.002662
sms|651c4cf9da1617bd4e12983a,0x00000000000000000000000000000000000596,0.001904
sms|651c812ada1617bd4e1e2717,0x00000000000000000000000000000000000596,0.00648
sms|651c9e21da1617bd4e6a1b9b,0x00000000000000000000000000000000000596,0.002973
sms|651c9fc5da1617bd4e957280,0x00000000000000000000000000000000000596,0.002091
sms|651ca2bbda1617bd4ee292a4,0x00000000000000000000000000000000000596,0.001826
sms|651ca628da1617bd4e3c95ba,0x00000000000000000000000000000000000596,0.002525
sms|651cce32da1617bd4e3da14a,0x00000000000000000000000000000000000596,0.002159
sms|651cd0acda1617bd4e79b3bd,0x00000000000000000000000000000000000596,0.002212
sms|651cf8a6da1617bd4edf63d1,0x00000000000000000000000000000000000596,0.003289
sms|651d9a48da1617bd4e740851,0x00000000000000000000000000000000000596,0.00339
sms|651da1e1da1617bd4e766bcc,0x00000000000000000000000000000000000596,0.003814
sms|651da278da1617bd4e8a0b2e,0x00000000000000000000000000000000000596,0.001413
sms|651da7cdda1617bd4e3ca272,0x00000000000000000000000000000000000596,0.006232
sms|651daa19da1617bd4e8a63aa,0x00000000000000000000000000000000000596,0.003345
sms|651daa8eda1617bd4e997620,0x00000000000000000000000000000000000596,0.006243
sms|651db2cdda1617bd4eaaa746,0x00000000000000000000000000000000000596,0.002664
sms|651dfc36da1617bd4e2d7c6b,0x00000000000000000000000000000000000596,0.002282
sms|651e0b6cda1617bd4ebe5189,0x00000000000000000000000000000000000596,0.018796
sms|651e1868da1617bd4e13ecec,0x00000000000000000000000000000000000596,0.001643
sms|651e297eda1617bd4ec65866,0x00000000000000000000000000000000000596,0.003509
sms|651e2e97da1617bd4e3e05db,0x00000000000000000000000000000000000596,0.00823
sms|651e31bdda1617bd4e863aa6,0x00000000000000000000000000000000000596,0.001603
sms|651eb7b0da1617bd4e27c0d0,0x00000000000000000000000000000000000596,0.002528
sms|651ecfdfda1617bd4e88ab3f,0x00000000000000000000000000000000000596,0.001884
sms|651ed58cda1617bd4e581d97,0x00000000000000000000000000000000000596,0.002635
sms|651edd0bda1617bd4e6922b1,0x00000000000000000000000000000000000596,0.001763
sms|651ee858da1617bd4ef03c55,0x00000000000000000000000000000000000596,0.00142
sms|651ef004da1617bd4eee310e,0x00000000000000000000000000000000000596,0.00905
sms|651ef033da1617bd4ef44264,0x00000000000000000000000000000000000596,0.057614
sms|651ef102da1617bd4e0e99b6,0x00000000000000000000000000000000000596,0.001894
sms|651ef339da1617bd4e572122,0x00000000000000000000000000000000000596,0.005694
sms|651efa2dda1617bd4e3978ef,0x00000000000000000000000000000000000596,0.023255
sms|651efb99da1617bd4e6a71ce,0x00000000000000000000000000000000000596,0.004972
sms|651efc2eda1617bd4e7e6ec0,0x00000000000000000000000000000000000596,0.004594
sms|651f06a7da1617bd4ed28a04,0x00000000000000000000000000000000000596,0.010613
sms|651f0b7dda1617bd4e6d119a,0x00000000000000000000000000000000000596,0.008097
sms|651f1175da1617bd4e2b3d44,0x00000000000000000000000000000000000596,0.002936
sms|651f1460da1617bd4e86e98a,0x00000000000000000000000000000000000596,0.001426
sms|651f1484da1617bd4e8b667b,0x00000000000000000000000000000000000596,0.003427
sms|651f15b2da1617bd4eb05d8f,0x00000000000000000000000000000000000596,0.003537
sms|651f1d92da1617bd4ea4deea,0x00000000000000000000000000000000000596,0.007511
sms|651f2626da1617bd4eab7ad8,0x00000000000000000000000000000000000596,0.001853
sms|651f2a36da1617bd4e246ce8,0x00000000000000000000000000000000000596,0.003483
sms|651f3012da1617bd4ed04e36,0x00000000000000000000000000000000000596,0.003717
sms|651f3ae3da1617bd4e091123,0x00000000000000000000000000000000000596,0.001737
sms|651f3af3da1617bd4e0ad32a,0x00000000000000000000000000000000000596,0.003306
sms|651f49f7da1617bd4ea5134d,0x00000000000000000000000000000000000596,0.002394
sms|651f663eda1617bd4e734f2f,0x00000000000000000000000000000000000596,0.002668
sms|651f72a8da1617bd4eaaee55,0x00000000000000000000000000000000000596,0.005499
sms|651f8ed9da1617bd4e3605b4,0x00000000000000000000000000000000000596,0.001731
sms|651ffad0da1617bd4efef09b,0x00000000000000000000000000000000000596,0.003752
sms|6520438eda1617bd4e5530bd,0x00000000000000000000000000000000000596,0.001661
sms|65204f18da1617bd4ebb803a,0x00000000000000000000000000000000000596,0.002076
sms|65207348da1617bd4e136978,0x00000000000000000000000000000000000596,0.013569
sms|6520801eda1617bd4e88574c,0x00000000000000000000000000000000000596,0.004258
sms|6520828fda1617bd4ecbeeff,0x00000000000000000000000000000000000596,0.001678
sms|6520c100da1617bd4eee63ac,0x00000000000000000000000000000000000596,0.005397
sms|6520e507da1617bd4e212389,0x00000000000000000000000000000000000596,0.001788
sms|652159f8da1617bd4ec6e0c3,0x00000000000000000000000000000000000596,0.002285
sms|652161e8da1617bd4e8d2750,0x00000000000000000000000000000000000596,0.003931
sms|6521819bda1617bd4edcada5,0x00000000000000000000000000000000000596,0.001686
sms|652192f1da1617bd4eb2cb71,0x00000000000000000000000000000000000596,0.00597
sms|65219e87da1617bd4ef36864,0x00000000000000000000000000000000000596,0.002163
sms|6521a5bdda1617bd4eb227ba,0x00000000000000000000000000000000000596,0.002903
sms|6521bcd4da1617bd4ef5c3e3,0x00000000000000000000000000000000000596,0.011833
sms|6521ee21da1617bd4e7f7399,0x00000000000000000000000000000000000596,0.004684
sms|6522b2efda1617bd4ea9d959,0x00000000000000000000000000000000000596,0.003115
sms|65231466da1617bd4e7ae060,0x00000000000000000000000000000000000596,0.013657
sms|65231d76da1617bd4e607bb6,0x00000000000000000000000000000000000596,0.002411
sms|65232f41da1617bd4e17e768,0x00000000000000000000000000000000000596,0.002092
sms|65235057da1617bd4e27cc00,0x00000000000000000000000000000000000596,0.003776
sms|652365b6da1617bd4e36752a,0x00000000000000000000000000000000000596,0.005603
sms|6523e327da1617bd4e49cad2,0x00000000000000000000000000000000000596,0.00262
sms|6524129fda1617bd4e128a93,0x00000000000000000000000000000000000596,0.009145
sms|6524398fda1617bd4e24f94d,0x00000000000000000000000000000000000596,0.002369
sms|6524650fda1617bd4e903e9c,0x00000000000000000000000000000000000596,0.001818
sms|65246d89da1617bd4e9a417b,0x00000000000000000000000000000000000596,0.003732
sms|65246e8dda1617bd4eb98209,0x00000000000000000000000000000000000596,0.005803
sms|652470a6da1617bd4ef99967,0x00000000000000000000000000000000000596,0.001738
sms|65247211da1617bd4e24e01f,0x00000000000000000000000000000000000596,0.004499
sms|652476a4da1617bd4eab8922,0x00000000000000000000000000000000000596,0.001766
sms|652476a7da1617bd4eabe411,0x00000000000000000000000000000000000596,0.001735
sms|65249c3bda1617bd4e1a7fb7,0x00000000000000000000000000000000000596,0.001949
sms|6524c81eda1617bd4edd9065,0x00000000000000000000000000000000000596,0.00454
sms|6525b798da1617bd4ec75820,0x00000000000000000000000000000000000596,0.002376
sms|6525c3d6da1617bd4e7c6269,0x00000000000000000000000000000000000596,0.003974
sms|6525ca8fda1617bd4e4b1602,0x00000000000000000000000000000000000596,0.004766
sms|6525cea1da1617bd4ec34360,0x00000000000000000000000000000000000596,0.001617
sms|6525d8ebda1617bd4eeba502,0x00000000000000000000000000000000000596,0.004384
sms|6525de99da1617bd4e8a2aac,0x00000000000000000000000000000000000596,0.001581
sms|6525e674da1617bd4e688807,0x00000000000000000000000000000000000596,0.00361
sms|6526135eda1617bd4e430d9f,0x00000000000000000000000000000000000596,0.002136
sms|652627c4da1617bd4e356c6a,0x00000000000000000000000000000000000596,0.00239
sms|6526a85bda1617bd4e6ee228,0x00000000000000000000000000000000000596,0.001775
sms|6526d6bdda1617bd4eefe60a,0x00000000000000000000000000000000000596,0.002513
sms|652709a9da1617bd4ef2c77c,0x00000000000000000000000000000000000596,0.004822
sms|65271309da1617bd4e2344a9,0x00000000000000000000000000000000000596,0.004374
sms|652756c9da1617bd4edbf18a,0x00000000000000000000000000000000000596,0.011017
sms|65276d13da1617bd4e28b77a,0x00000000000000000000000000000000000596,0.002322
sms|652810efda1617bd4eeb4981,0x00000000000000000000000000000000000596,0.005737
sms|65281831da1617bd4ef858bf,0x00000000000000000000000000000000000596,0.008173
sms|65281854da1617bd4efd99ef,0x00000000000000000000000000000000000596,0.006022
sms|65282521da1617bd4ecfe3ec,0x00000000000000000000000000000000000596,0.001678
sms|652827c1da1617bd4e2df89a,0x00000000000000000000000000000000000596,0.001502
sms|65282f08da1617bd4e333863,0x00000000000000000000000000000000000596,0.004109
sms|65283505da1617bd4e096412,0x00000000000000000000000000000000000596,0.008489
sms|652837afda1617bd4e693ad6,0x00000000000000000000000000000000000596,0.003433
sms|65283ed0da1617bd4e679236,0x00000000000000000000000000000000000596,0.003799
sms|652851a1da1617bd4ef77e68,0x00000000000000000000000000000000000596,0.001828
sms|65285fbbda1617bd4edf1afb,0x00000000000000000000000000000000000596,0.003118
sms|652862c1da1617bd4e455385,0x00000000000000000000000000000000000596,0.002299
sms|6528630fda1617bd4e4f91a8,0x00000000000000000000000000000000000596,0.010407
sms|65286467da1617bd4e7c6afd,0x00000000000000000000000000000000000596,0.002073
sms|65286795da1617bd4ee3f58b,0x00000000000000000000000000000000000596,0.001954
sms|65286859da1617bd4efc5704,0x00000000000000000000000000000000000596,0.001824
sms|65286e7cda1617bd4ebc2221,0x00000000000000000000000000000000000596,0.001725
sms|6528a85ada1617bd4e4c5fb5,0x00000000000000000000000000000000000596,0.001984
sms|6528b738da1617bd4eef3808,0x00000000000000000000000000000000000596,0.026024
sms|6528d8b0da1617bd4e867b50,0x00000000000000000000000000000000000596,0.004386
sms|65295d162f2bbf73ed2f49c2,0x00000000000000000000000000000000000596,0.003859
sms|652960922f2bbf73ed9a0391,0x00000000000000000000000000000000000596,0.001715
sms|652961992f2bbf73edb92108,0x00000000000000000000000000000000000596,0.004922
sms|652969d22f2bbf73edb4ad8d,0x00000000000000000000000000000000000596,0.009074
sms|65296ce02f2bbf73ed11fb07,0x00000000000000000000000000000000000596,0.003036
sms|6529776e2f2bbf73ed5033e4,0x00000000000000000000000000000000000596,0.001481
sms|652977de2f2bbf73ed5d5316,0x00000000000000000000000000000000000596,0.003275
sms|652979dd2f2bbf73ed98535a,0x00000000000000000000000000000000000596,0.002659
sms|65298c912f2bbf73edb6dfe4,0x00000000000000000000000000000000000596,0.001491
sms|65298fc92f2bbf73ed11314d,0x00000000000000000000000000000000000596,0.006896
sms|652995bb2f2bbf73edb8959c,0x00000000000000000000000000000000000596,0.012813
sms|65299f812f2bbf73edd0578b,0x00000000000000000000000000000000000596,0.002121
sms|6529a4782f2bbf73ed599a03,0x00000000000000000000000000000000000596,0.005192
sms|6529b9c52f2bbf73ed856bfb,0x00000000000000000000000000000000000596,0.007554
sms|6529e1792f2bbf73ed210a09,0x00000000000000000000000000000000000596,0.007097
sms|6529f6552f2bbf73ede78229,0x00000000000000000000000000000000000596,0.001515
sms|652a2aa22f2bbf73ed0562c8,0x00000000000000000000000000000000000596,0.001726
sms|652a41612f2bbf73ed91aa66,0x00000000000000000000000000000000000596,0.003043
sms|652a97d600df208a7e647c72,0x00000000000000000000000000000000000596,0.015271
sms|652ab7b500df208a7eb87491,0x00000000000000000000000000000000000596,0.002232
sms|652ad33c00df208a7ea38e8e,0x00000000000000000000000000000000000596,0.00436
sms|652ad44c00df208a7ebfefa4,0x00000000000000000000000000000000000596,0.008056
sms|652ae16600df208a7e1963ca,0x00000000000000000000000000000000000596,0.002836
sms|652aea8400df208a7e069815,0x00000000000000000000000000000000000596,0.008339
sms|652afb9f00df208a7eba0679,0x00000000000000000000000000000000000596,0.001518
sms|652b22cd00df208a7e658d6e,0x00000000000000000000000000000000000596,0.005136
sms|652b391100df208a7e5d2937,0x00000000000000000000000000000000000596,0.001751
sms|652b559b00df208a7efd70ef,0x00000000000000000000000000000000000596,0.004335
sms|652b63ab00df208a7e336b8e,0x00000000000000000000000000000000000596,0.005834
sms|652bf9d000df208a7e52e52a,0x00000000000000000000000000000000000596,0.00444
sms|652c255800df208a7ebc48c4,0x00000000000000000000000000000000000596,0.002563
sms|652c743d00df208a7e59ad68,0x00000000000000000000000000000000000596,0.010383
sms|652cca5200df208a7e51cd3d,0x00000000000000000000000000000000000596,0.005343
sms|652d289c00df208a7e9c53ba,0x00000000000000000000000000000000000596,0.001525
sms|652d501400df208a7e271940,0x00000000000000000000000000000000000596,0.001511
sms|652d533e00df208a7e9c717e,0x00000000000000000000000000000000000596,0.004555
sms|652d5eaf00df208a7e41a476,0x00000000000000000000000000000000000596,0.006679
sms|652d5ee000df208a7e48aa08,0x00000000000000000000000000000000000596,0.002942
sms|652d7bd800df208a7e507219,0x00000000000000000000000000000000000596,0.0039
sms|652d8bb100df208a7e78ee45,0x00000000000000000000000000000000000596,0.005637
sms|652d8e5e00df208a7ed3ffb4,0x00000000000000000000000000000000000596,0.001669
sms|652db03400df208a7e1afb4b,0x00000000000000000000000000000000000596,0.004635
sms|652dcd0500df208a7efc2122,0x00000000000000000000000000000000000596,0.001745
sms|652dd22d00df208a7e78417c,0x00000000000000000000000000000000000596,0.002104
sms|652dd46500df208a7eabcd1b,0x00000000000000000000000000000000000596,0.001973
sms|652def1200df208a7e203d27,0x00000000000000000000000000000000000596,0.003294
sms|652df5ca00df208a7eb973bd,0x00000000000000000000000000000000000596,0.001629
sms|652e0b8300df208a7e82435a,0x00000000000000000000000000000000000596,0.008286
sms|652ece1500df208a7e42d6da,0x00000000000000000000000000000000000596,0.009615
sms|652ecee000df208a7e5ab0a7,0x00000000000000000000000000000000000596,0.003733
sms|652efa0200df208a7e4f4d50,0x00000000000000000000000000000000000596,0.004194
sms|652efbc600df208a7e7f9eaf,0x00000000000000000000000000000000000596,0.003029
sms|652f051d00df208a7e7f4858,0x00000000000000000000000000000000000596,0.001735
sms|652f087a00df208a7ed95563,0x00000000000000000000000000000000000596,0.002861
sms|652f32fc00df208a7e0c5959,0x00000000000000000000000000000000000596,0.00326
